id;name;birth_date
4520;Veronica Rossi;2020-07-16
4521;Joseph O'Neill;2020-07-15
4522;Tom Clancy;2020-07-16
4523;Alistair MacLean;2020-07-16
4524;Daniel Silva;2020-07-16
4525;Iain M. Banks;2020-07-15
4526;Maya Banks;2020-07-15
4527;Jacqueline Davies;2020-07-16
4528;Hannu Rajaniemi;2020-07-15
4529;Lisa McMann;2020-07-16
4530;Kristin Hannah;2020-07-16
4531;R.L. Stine;2020-07-15
4532;Jacqueline Carey;2020-07-16
4533;"Jane Austen; Fiona Stafford";2020-07-16
4534;Lucinda Riley;2020-07-16
4535;Louis Sachar;2020-07-15
4536;R.J. Palacio;2020-07-15
4537;D.H. Lawrence;2020-07-16
4538;George R.R. Martin;2020-07-15
4539;Joseph Kesselring;2020-07-16
4540;Neal Shusterman;2020-07-16
4541;"Anne Rice; Tim Curry";2020-07-15
4542;Elin Hilderbrand;2020-07-16
4543;Hillary Jordan;2020-07-16
4544;Diane Duane;2020-07-16
4545;Matthew Pearl;2020-07-15
4546;James Frey;2020-07-15
4547;Ilona Andrews;2020-07-16
4548;Stephen King;2020-07-15
4549;Joseph Conrad;2020-07-16
4550;Ken Follett;2020-07-16
4551;Elizabeth  George;2020-07-15
4552;"P.C. Cast; Kristin Cast";2020-07-16
4553;Dashiell Hammett;2020-07-16
4554;Kevin Kwan;2020-07-16
4555;Eric Wilson;2020-07-15
4556;Pat Conroy;2020-07-15
4557;Sherrilyn Kenyon;2020-07-16
4558;Sarah Dessen;2020-07-15
4559;Adriana Trigiani;2020-07-16
4560;Chris d'Lacey;2020-07-16
4561;Ivan Doig;2020-07-15
4562;Anna Todd;2020-07-16
4563;Jeanette Winterson;2020-07-16
4564;Jacqueline Winspear;2020-07-16
4565;Nicholas Sparks;2020-07-15
4566;Rae Carson;2020-07-15
4567;Michael Connelly;2020-07-16
4568;Amy Gentry;2020-07-15
4569;Jasper Fforde;2020-07-16
4570;Frank E. Peretti;2020-07-16
4571;John Steinbeck;2020-07-15
4572;Daniel Silva;2020-07-16
4573;Daniel Abraham;2020-07-16
4574;Lee Child;2020-07-16
4575;John Brunner;2020-07-15
4576;John Berger;2020-07-15
4577;Alex Marwood;2020-07-16
4578;Matthew Reilly;2020-07-15
4579;Alastair Reynolds;2020-07-16
4580;John Sandford;2020-07-16
4581;John Grisham;2020-07-15
4582;Dean Koontz;2020-07-16
4583;Ken Follett;2020-07-16
4584;James S.A. Corey;2020-07-16
4585;Fiona Barton;2020-07-15
4586;Meg Cabot;2020-07-15
4587;Michael Crichton;2020-07-16
4588;James Rollins;2020-07-15
4589;Lauren Kate;2020-07-16
4590;Roger Zelazny;2020-07-16
4591;Carl Hiaasen;2020-07-15
4592;Iris Johansen;2020-07-16
4593;Jack Finney;2020-07-16
4594;Robert Greene;2020-07-16
4595;Robert Ludlum;2020-07-15
4596;Martin Cruz Smith;2020-07-15
4597;Don DeLillo;2020-07-16
4598;Judith McNaught;2020-07-15
4599;Harlan Coben;2020-07-16
4600;Anne Rice;2020-07-16
4601;Ludwig Bemelmans;2020-07-15
4602;Jonathan Franzen;2020-07-16
4603;Tamora Pierce;2020-07-16
4604;Erin Hunter;2020-07-16
4605;Dean Koontz;2020-07-15
4606;Kwame Alexander;2020-07-15
4607;Eowyn Ivey;2020-07-16
4608;Julia Scheeres;2020-07-15
4609;Robin Cook;2020-07-16
4610;John O'Hara;2020-07-16
4611;Hope Jahren;2020-07-15
4612;Robert Ludlum;2020-07-16
4613;Kylie Scott;2020-07-16
4614;Vince Flynn;2020-07-16
4615;Toni Morrison;2020-07-15
4616;Andrew Clements;2020-07-15
4617;Allen Say;2020-07-16
4618;Hilary Mantel;2020-07-15
4619;Jeff Kinney;2020-07-16
4620;Patricia Cornwell;2020-07-16
4621;Nicholas Sparks;2020-07-15
4622;Amy A. Bartol;2020-07-16
4623;Jessica Verday;2020-07-16
4624;Wally Lamb;2020-07-16
4625;J.M. Coetzee;2020-07-15
4626;Amy Efaw;2020-07-15
4627;Anne McCaffrey;2020-07-16
4628;Veronica Roth;2020-07-15
4629;Nora Roberts;2020-07-16
4630;David Levithan;2020-07-16
4631;Megan Abbott;2020-07-15
4632;Shari Lapena;2020-07-16
4633;Jennifer L. Armentrout;2020-07-16
4634;Andrea Levy;2020-07-16
4635;Kate DiCamillo;2020-07-15
4636;Michael Connelly;2020-07-15
4637;Philip Pullman;2020-07-16
4638;Bruce Degen;2020-07-15
4639;Dan Brown;2020-07-16
4640;Walter Scott;2020-07-16
4641;Simone Elkeles;2020-07-15
4642;John Sandford;2020-07-16
4643;Dean Koontz;2020-07-16
4644;Ellen Marie Wiseman;2020-07-16
4645;Joyce Maynard;2020-07-15
4646;Erin Hunter;2020-07-15
4647;Maggie Stiefvater;2020-07-16
4648;Donna VanLiere;2020-07-15
4649;Phyllis Reynolds Naylor;2020-07-16
4650;C.J. Sansom;2020-07-16
4651;John Green;2020-07-15
4652;Norman Bridwell;2020-07-16
4653;Jim Butcher;2020-07-16
4654;Kylie Scott;2020-07-16
4655;Lisa Kleypas;2020-07-15
4656;Anne Morrow Lindbergh;2020-07-15
4657;Bill Bryson;2020-07-16
4658;Eoin Colfer;2020-07-15
4659;Larissa Ione;2020-07-16
4660;Ann M. Martin;2020-07-16
4661;Leigh Bardugo;2020-07-15
4662;J. Kenner;2020-07-16
4663;Philippa Gregory;2020-07-16
4664;Nicholas Sparks;2020-07-16
4665;Patricia Cornwell;2020-07-15
4666;Connie Willis;2020-07-15
4667;James Hilton;2020-07-16
4668;Josephine Angelini;2020-07-15
4669;Louise Penny;2020-07-16
4670;Stacy Schiff;2020-07-16
4671;Ann Leckie;2020-07-15
4672;Susane Colasanti;2020-07-16
4673;Peter Matthiessen;2020-07-16
4674;Laurell K. Hamilton;2020-07-16
4675;Stephen King;2020-07-15
4676;Mike Lupica;2020-07-15
4677;Robert Graysmith;2020-07-16
4678;Richard Siken;2020-07-15
4679;D.J. MacHale;2020-07-16
4680;Chuck Palahniuk;2020-07-16
4681;Lee Child;2020-07-15
4682;Michael Connelly;2020-07-16
4683;Tom Clancy;2020-07-16
4684;Sylvain Neuvel;2020-07-16
4685;Rohinton Mistry;2020-07-15
4686;Gail Tsukiyama;2020-07-15
4687;"Herman Koch; Sam Garrett";2020-07-16
4688;Louise Penny;2020-07-15
4689;Rachel Caine;2020-07-16
4690;Winston Graham;2020-07-16
4691;James A. Michener;2020-07-15
4692;James Alexander Thom;2020-07-16
4693;Sarah J. Maas;2020-07-16
4694;Nora Roberts;2020-07-16
4695;R.A. Salvatore;2020-07-15
4696;Theodore Dreiser;2020-07-15
4697;"Zoe Sugg; Siobhan Curham";2020-07-16
4698;Pierce Brown;2020-07-15
4699;Breena Clarke;2020-07-16
4700;Katie Cotugno;2020-07-16
4701;William Gibson;2020-07-15
4702;Scott Lynch;2020-07-16
4703;Adam Hochschild;2020-07-16
4704;Colleen Houck;2020-07-16
4705;William  Boyd;2020-07-15
4706;Willa Cather;2020-07-15
4707;Jojo Moyes;2020-07-16
4708;"Brian Azzarello; Lee Bermejo";2020-07-15
4709;L.J. Smith;2020-07-16
4710;Jennifer L. Armentrout;2020-07-16
4711;Jason  Matthews;2020-07-15
4712;Stephen King;2020-07-16
4713;Carlos Castaneda;2020-07-16
4714;J.I. Packer;2020-07-16
4715;Patricia Cornwell;2020-07-15
4716;Yaa Gyasi;2020-07-15
4717;Kimberly Derting;2020-07-16
4718;A.G. Howard;2020-07-15
4719;Susan Elizabeth Phillips;2020-07-16
4720;Jeffrey Archer;2020-07-16
4721;Sara Gruen;2020-07-15
4722;Michael Frayn;2020-07-16
4723;George R.R. Martin;2020-07-16
4724;Ernest Hemingway;2020-07-16
4725;Brad Thor;2020-07-15
4726;Susan Sontag;2020-07-15
4727;Patricia Briggs;2020-07-16
4728;Dee Lestari;2020-07-15
4729;Elizabeth Berg;2020-07-16
4730;Debbie Macomber;2020-07-16
4731;Beverly Cleary;2020-07-15
4732;Jane Yolen;2020-07-16
4733;James Patterson;2020-07-16
4734;Ann Aguirre;2020-07-16
4735;V.C. Andrews;2020-07-15
4736;S.M. Stirling;2020-07-15
4737;Kathleen Winsor;2020-07-16
4738;Stephen King;2020-07-15
4739;Anne Tyler;2020-07-16
4740;Nora Roberts;2020-07-16
4741;Sharon G. Flake;2020-07-15
4742;Melinda Haynes;2020-07-16
4743;Helene Wecker;2020-07-16
4744;Harlan Coben;2020-07-16
4745;P.D. Eastman;2020-07-15
4746;Nora Roberts;2020-07-15
4747;Jodi Picoult;2020-07-16
4748;Thomas A. Harris;2020-07-15
4749;Trish Doller;2020-07-16
4750;Louise Penny;2020-07-16
4751;Marian Keyes;2020-07-15
4752;Sidney Sheldon;2020-07-16
4753;Kass Morgan;2020-07-16
4754;Tess Gerritsen;2020-07-16
4755;Alan Lightman;2020-07-15
4756;Lee Child;2020-07-15
4757;Judith McNaught;2020-07-16
4758;Kathleen Grissom;2020-07-15
4759;Bernard Cornwell;2020-07-16
4760;John Sandford;2020-07-16
4761;L.A. Weatherly;2020-07-15
4762;"Owen  West; Dean Koontz";2020-07-16
4763;Kent Haruf;2020-07-16
4764;R.A. Salvatore;2020-07-16
4765;Richard   Phillips;2020-07-15
4766;Rebecca Stead;2020-07-15
4767;Robert McCloskey;2020-07-16
4768;Philipp Meyer;2020-07-15
4769;Philip Roth;2020-07-16
4770;Banksy;2020-07-16
4771;"Knut Hamsun; George Egerton";2020-07-15
4772;Tom Stoppard;2020-07-16
4773;Blake Crouch;2020-07-16
4774;Scott Lynch;2020-07-16
4775;Arnold Lobel;2020-07-15
4776;David McCullough;2020-07-15
4777;Erich Maria Remarque;2020-07-16
4778;Kevin Hearne;2020-07-15
4779;Julie Kagawa;2020-07-16
4780;Elaine Pagels;2020-07-16
4781;Stephen King;2020-07-15
4782;Sue Grafton;2020-07-16
4783;Joe Abercrombie;2020-07-16
4784;Nora Roberts;2020-07-16
4785;Lauren Groff;2020-07-15
4786;David Shannon;2020-07-15
4787;Alain de Botton;2020-07-16
4788;Anita Amirrezvani;2020-07-15
4789;Cornelia Funke;2020-07-16
4790;Nicholas Sparks;2020-07-16
4791;John Flanagan;2020-07-15
4792;"Angie Sage; Mark Zug";2020-07-16
4793;Cara Lockwood;2020-07-16
4794;Charles Frazier;2020-07-16
4795;Jeffery Deaver;2020-07-15
4796;R.L. Stine;2020-07-15
4797;Sidney Sheldon;2020-07-16
4798;Elin Hilderbrand;2020-07-15
4799;Ally Condie;2020-07-16
4800;Herman Melville;2020-07-16
4801;Kelley Armstrong;2020-07-15
4802;Anne McCaffrey;2020-07-16
4803;J.D. Robb;2020-07-16
4804;Bernard Cornwell;2020-07-16
4805;Perry Moore;2020-07-15
4806;Jeaniene Frost;2020-07-15
4807;Darynda Jones;2020-07-16
4808;Julie Garwood;2020-07-15
4809;Nancy Reagin;2020-07-16
4810;K.A. Tucker;2020-07-16
4811;James Patterson;2020-07-15
4812;C.S. Pacat;2020-07-16
4813;Jeffery Deaver;2020-07-16
4814;Maya Banks;2020-07-16
4815;John Sandford;2020-07-15
4816;Josh Malerman;2020-07-15
4817;John Jakes;2020-07-16
4818;Shaun Tan;2020-07-15
4819;Greg Iles;2020-07-16
4820;"P.C. Cast; Kristin Cast";2020-07-16
4821;Dennis Lehane;2020-07-15
4822;Sherrilyn Kenyon;2020-07-16
4823;Brian Jacques;2020-07-16
4824;Kate Chopin;2020-07-16
4825;Sherrilyn Kenyon;2020-07-15
4826;Elizabeth Strout;2020-07-15
4827;Lauren Groff;2020-07-16
4828;Ashwin Sanghi;2020-07-15
4829;Bill Bryson;2020-07-16
4830;Marissa Meyer;2020-07-16
4831;Anne Tyler;2020-07-15
4832;Scott Turow;2020-07-16
4833;John Marsden;2020-07-16
4834;Mo Willems;2020-07-16
4835;Stephanie Kallos;2020-07-15
4836;Sara Shepard;2020-07-15
4837;Kent Haruf;2020-07-16
4838;Cecelia Ahern;2020-07-15
4839;Jeffrey Archer;2020-07-16
4840;Claire Messud;2020-07-16
4841;Viet Thanh Nguyen;2020-07-15
4842;Mike Mignola;2020-07-16
4843;Jeffrey Archer;2020-07-16
4844;Nicholas Sparks;2020-07-16
4845;Anita Shreve;2020-07-15
4846;Tess Gerritsen;2020-07-15
4847;Jennifer L. Armentrout;2020-07-16
4848;Lloyd C. Douglas;2020-07-15
4849;Jennifer Lynn Barnes;2020-07-16
4850;Tad Williams;2020-07-16
4851;Paul  Hoffman;2020-07-15
4852;Anne Rivers Siddons;2020-07-16
4853;Rosamunde Pilcher;2020-07-16
4854;Danielle  Paige;2020-07-16
4855;Ian Falconer;2020-07-15
4856;Jonathan Stroud;2020-07-15
4857;Stephen King;2020-07-16
4858;Joe Abercrombie;2020-07-15
4859;Rachel Joyce;2020-07-16
4860;Aldo Leopold;2020-07-16
4861;Maya Angelou;2020-07-15
4862;Ernest Hemingway;2020-07-16
4863;Lynsay Sands;2020-07-16
4864;Jennifer Weiner;2020-07-16
4865;Iain M. Banks;2020-07-15
4866;Veronica Roth;2020-07-15
4867;Paul Auster;2020-07-16
4868;Jennifer Weiner;2020-07-15
4869;Clifford D. Simak;2020-07-16
4870;Patrick O'Brian;2020-07-16
4871;Joseph Boyden;2020-07-15
4872;Karen Kingsbury;2020-07-16
4873;Jasper Fforde;2020-07-16
4874;Meg Cabot;2020-07-16
4875;David McCullough;2020-07-15
4876;Peter F. Hamilton;2020-07-15
4877;David Mitchell;2020-07-16
4878;John Sandford;2020-07-15
4879;Paul Auster;2020-07-16
4880;Elizabeth Strout;2020-07-16
4881;Cathy Marie Buchanan;2020-07-15
4882;Isaac Asimov;2020-07-16
4883;"Jack Kerouac; Aram Saroyan";2020-07-16
4884;Isaac Asimov;2020-07-16
4885;Ruth Ware;2020-07-15
4886;Robert A. Heinlein;2020-07-15
4887;Jason F. Wright;2020-07-16
4888;Candace Bushnell;2020-07-15
4889;Rick Riordan;2020-07-16
4890;Anne Rice;2020-07-16
4891;Richard Price;2020-07-15
4892;Anne Bishop;2020-07-16
4893;Chuck Palahniuk;2020-07-16
4894;Lauren Oliver;2020-07-16
4895;Scott Westerfeld;2020-07-15
4896;Julianna Baggott;2020-07-15
4897;C.S. Lewis;2020-07-16
4898;Bernard Cornwell;2020-07-15
4899;Dorothy L. Sayers;2020-07-16
4900;James Patterson;2020-07-16
4901;Jenny Downham;2020-07-15
4902;Conn Iggulden;2020-07-16
4903;Megan Abbott;2020-07-16
4904;Robertson Davies;2020-07-16
4905;John Rawls;2020-07-15
4906;Iris Rainer Dart;2020-07-15
4907;Ken Follett;2020-07-16
4908;J.D. Robb;2020-07-15
4909;Michael Connelly;2020-07-16
4910;Lee Child;2020-07-16
4911;Margaret Peterson Haddix;2020-07-15
4912;Gail Carson Levine;2020-07-16
4913;Courtney Allison Moulton;2020-07-16
4914;Angie Sage;2020-07-16
4915;James A. Michener;2020-07-15
4916;Brad Thor;2020-07-15
4917;Ken Follett;2020-07-16
4918;A.S. Byatt;2020-07-15
4919;Kevin Hearne;2020-07-16
4920;Raymond Chandler;2020-07-16
4921;Lee Child;2020-07-15
4922;Ernest J. Gaines;2020-07-16
4923;Neal Shusterman;2020-07-16
4924;Bernard Cornwell;2020-07-16
4925;C.J. Sansom;2020-07-15
4926;John Flanagan;2020-07-15
4927;Eleanor Catton;2020-07-16
4928;Steve Berry;2020-07-15
4929;"P.C. Cast; Kristin Cast";2020-07-16
4930;Jodi Picoult;2020-07-16
4931;Dean Koontz;2020-07-15
4932;Alessandro Baricco;2020-07-16
4933;Mitchell Zuckoff;2020-07-16
4934;Edgar Rice Burroughs;2020-07-16
4935;Sinclair Lewis;2020-07-15
4936;Jerry Spinelli;2020-07-15
4937;Eric Clapton;2020-07-16
4938;Mary Lawson;2020-07-15
4939;Trudi Canavan;2020-07-16
4940;Jeffrey Eugenides;2020-07-16
4941;Tonya Hurley;2020-07-15
4942;Oscar Wilde;2020-07-16
4943;Peter S. Beagle;2020-07-16
4944;Anne Fortier;2020-07-16
4945;Robyn Carr;2020-07-15
4946;Anna Banks;2020-07-15
4947;Pearl S. Buck;2020-07-16
4948;Aprilynne Pike;2020-07-15
4949;Christopher Moore;2020-07-16
4950;Sue Grafton;2020-07-16
4951;Charles Martin;2020-07-15
4952;Yangsze Choo;2020-07-16
4953;Orson Scott Card;2020-07-16
4954;Thomas Rockwell;2020-07-16
4955;James Rollins;2020-07-15
4956;Peter V. Brett;2020-07-15
4957;Kazuo Ishiguro;2020-07-16
4958;Cheryl Rainfield;2020-07-15
4959;Alan Brennert;2020-07-16
4960;Jon Ronson;2020-07-16
4961;Linda Fairstein;2020-07-15
4962;Lisa McMann;2020-07-16
4963;Jane Green;2020-07-16
4964;Hillary Rodham Clinton;2020-07-16
4965;David Baldacci;2020-07-15
4966;Jeff Kinney;2020-07-15
4967;Raymond Chandler;2020-07-16
4968;J.G. Ballard;2020-07-15
4969;David Baldacci;2020-07-16
4970;Graham Greene;2020-07-16
4971;Eric Carle;2020-07-15
4972;J.K. Rowling;2020-07-16
4973;Brodi Ashton;2020-07-16
4974;Tomie dePaola;2020-07-16
4975;Piers Anthony;2020-07-15
4976;Peter Benchley;2020-07-15
4977;Lurlene McDaniel;2020-07-16
4978;Terry Brooks;2020-07-15
4979;Ursula Hegi;2020-07-16
4980;Jim Bouton;2020-07-16
4981;John Marsden;2020-07-15
4982;Sherrilyn Kenyon;2020-07-16
4983;William Peter Blatty;2020-07-16
4984;Rosamund Lupton;2020-07-16
4985;Machado de Assis;2020-07-15
4986;Elyn R. Saks;2020-07-15
4987;Alison Weir;2020-07-16
4988;Sara Shepard;2020-07-15
4989;Maeve Binchy;2020-07-16
4990;D.B.C. Pierre;2020-07-16
4991;Sophie Kinsella;2020-07-15
4992;C.S. Friedman;2020-07-16
4993;John Sandford;2020-07-16
4994;Anne Rice;2020-07-16
4995;Karen Kingsbury;2020-07-15
4996;Lisa See;2020-07-15
4997;David Nicholls;2020-07-16
4998;Clive Barker;2020-07-15
4999;L.M. Montgomery;2020-07-16
