id;title;description;publication_date;price
2887;X;Suma de Letras Brasileiras;2020-07-16;128
2888;Valley of Silence;Barnes  Noble Classics;2020-07-15;176
2889;Happy Ever After;Secker;2020-07-16;157
2890;The Faithful Spy;Simon  Schuster;2020-07-16;125
2891;Rules;Simon  Schuster;2020-07-15;272
2892;Z for Zachariah;Simon & Schuster (Trade Division);2020-07-16;233
2893;Chasing the Dime;Simon  Schuster;2020-07-16;128
2894;Naked Heat;Simon  Schuster;2020-07-16;208
2895;The Flamethrowers;Archie Comics;2020-07-15;716
2896;Airport;Vintage Books USA;2020-07-15;622
2897;The House at Tyneford;William Morrow Paperbacks;2020-07-16;613
2898;Howards End;Rayo;2020-07-15;772
2899;This Boy's Life: A Memoir;Basic Books;2020-07-16;653
2900;Dumplin';Orion;2020-07-16;464
2901;Just One Look;TSR Inc.;2020-07-15;816
2902;Temple;Bloomsbury Publishing PLC;2020-07-16;710
2903;Plum Lucky ;Gallery Books;2020-07-16;683
2904;The Gunslinger;Gallery Books;2020-07-16;574
2905;Back Spin;Books on Tape;2020-07-15;588
2906;Fallen;Vintage Classics;2020-07-15;1556
2907;Zero Day;Scribner;2020-07-16;462
2908;Revenge of the Spellmans;W. W. Norton  Company;2020-07-15;312
2909;Gaudy Night;Canongate U.S.;2020-07-16;216
2910;The Passage;Scribner;2020-07-16;541
2911;The Exiled Queen;W. W. Norton  Company;2020-07-15;515
2912;The Bookseller;Da Capo Press;2020-07-16;374
2913;The Art of Fielding;Del Rey;2020-07-16;324
2914;Le Roi Babar;Simon  Schuster Audio;2020-07-16;304
2915;Angels Fall;MacMillan Publishing Company;2020-07-15;161
2916;Means of Ascent ;Penguin;2020-07-15;607
2917;Shroud for a Nightingale;Penguin Books;2020-07-16;136
2918;The Wanderer;Penguin Classics;2020-07-15;180
2919;The Last Full Measure;Penguin Books;2020-07-16;272
2920;Unleash the Night;Modern Library;2020-07-16;1808
2921;Sandstorm;Penguin Books;2020-07-15;1248
2922;The 5th Wave;Harper;2020-07-16;289
2923;Black 1. The Birth of Evil;Little Bookroom;2020-07-16;137
2924;Kill Alex Cross;HarperEntertainment;2020-07-16;272
2925;The Rapture of Canaan;Penguin Books  Limited (UK);2020-07-15;212
2926;The Client;Grove Press (NYC);2020-07-15;142
2927;Pretties;Houghton Mifflin Harcourt;2020-07-16;336
2928;Outlander;TarcherPerigee;2020-07-15;208
2929;Sleepers;Villard;2020-07-16;256
2930;Graduation Day;Hachette Books;2020-07-16;210
2931;The Private Patient;Hachette Books;2020-07-15;148
2932;Rise of the Evening Star;Simon & Schuster;2020-07-16;129
2933;The Power of Now;Simon  Schuster;2020-07-16;240
2934;A Mango-Shaped Space;Fulcrum Publishing;2020-07-16;450
2935;The Viscount Who Loved Me;Ballantine Books;2020-07-15;496
2936;Angel ;Simon  Schuster;2020-07-15;172
2937;All Our Yesterdays;Simon & Schuster;2020-07-16;400
2938;The Robber Bride;Simon  Schuster;2020-07-15;530
2939;Born to Run;Anchor;2020-07-16;554
2940;"Look Homeward; Angel";HarperCollins;2020-07-16;480
2941;Heartsick;Gallery Books;2020-07-15;34
2942;My Life;Hachette Books;2020-07-16;221
2943;Bee Season;Zebra;2020-07-16;228
2944;Generation Kill;Amistad;2020-07-16;307
2945;Innocence;Penguin Books;2020-07-15;312
2946;The Peach Keeper ;Allen & Ulwin;2020-07-15;432
2947;Shopaholic Abroad;Washington Square Press;2020-07-16;255
2948;The Last Policeman;Berkley;2020-07-15;264
2949;The Sword in the Stone;Washington Square Press;2020-07-16;206
2950;Red Dragon;Washington Square Press;2020-07-16;432
2951;Tigers in Red Weather;Avon;2020-07-15;431
2952;Mean Streak;Washington Square Press;2020-07-16;360
2953;Delicious!;Grove Press;2020-07-16;160
2954;Lost in a Good Book;Copper Canyon Press;2020-07-16;192
2955;Magic Rises;Hachette Books;2020-07-15;64
2956;Daddy's Little Girl;Arrow Books;2020-07-15;128
2957;Heir to the Empire;Rayo;2020-07-16;282
2958;MacRieve;Perigee Trade;2020-07-15;528
2959;SantaLand Diaries;HarperTorch;2020-07-16;142
2960;Where Rainbows End;Dell Publishing Company;2020-07-16;464
2961;Ice Hunt;Delta;2020-07-15;116
2962;Birdman;Dark Horse;2020-07-16;160
2963;Sweet Tooth;Dell;2020-07-16;69
2964;Misguided Angel;Gold Eagle;2020-07-16;528
2965;The Uplift War;Delacorte Press;2020-07-15;605
2966;Sir Thursday;Games Workshop(uk);2020-07-15;144
2967;Big Brother;Gold Eagle;2020-07-16;672
2968;The Diamond Throne;Gold Eagle;2020-07-15;171
2969;"Bright Lights; Big City";Gold Eagle;2020-07-16;188
2970;The Dark Half;Modern Library;2020-07-16;304
2971;Everbound;Library of America;2020-07-15;335
2972;Legally Blonde;Vintage;2020-07-16;224
2973;The Orenda;Library of America;2020-07-16;160
2974;Silence;Modern Library;2020-07-16;208
2975;Howl's Moving Castle;Vintage Books;2020-07-15;178
2976;Reservation Blues;Vintage Books;2020-07-15;358
2977;Elantris;Delta;2020-07-16;95
2978;Cujo;Delta;2020-07-15;127
2979;The Beast;Delacorte Press;2020-07-16;232
2980;The Dark Tower;Seal;2020-07-16;151
2981;The Monstrumologist;Arrow Books;2020-07-15;208
2982;Remember Me?;Ballantine Books;2020-07-16;254
2983;We Are Water;Dell;2020-07-16;66
2984;Hope to Die;Wisdom Publications;2020-07-16;420
2985;The Edge of Always;Holt Paperbacks;2020-07-15;259
2986;Black Dawn;St. Martin's Press;2020-07-15;430
2987;Die Traumdeutung;Lasser Press;2020-07-16;304
2988;Slade House;Random House Value Publishing/TheViking Press;2020-07-15;223
2989;The Color Purple;Oxford University Press;2020-07-16;218
2990;Aftermath;Faber & Faber;2020-07-16;76
2991;Starters;Penguin Classics;2020-07-15;75
2992;Assassin's Apprentice;W. W. Norton & Company;2020-07-16;390
2993;Annihilation;Random House Books for Young Readers;2020-07-16;214
2994;Green Mars;Plume;2020-07-16;144
2995;Book of Shadows;Penguin Books;2020-07-15;624
2996;Tai-Pan;Alfaguara;2020-07-15;256
2997;Succulent Wild Woman;Mariner Books;2020-07-16;577
2998;Shotgun Lovesongs;Mariner Books;2020-07-15;336
2999;Seven Up;Mariner Books;2020-07-16;480
3000;Silken Prey;Mariner Books;2020-07-16;241
3001;Mutant Message Down Under;Mariner Books;2020-07-15;96
3002;The Dark Highlander;Swallow Press;2020-07-16;254
3003;Five Go to Smuggler's Top;Mariner Books;2020-07-16;624
3004;The Joy Luck Club;Penguin;2020-07-16;224
3005;The Matlock Paper;Gibbs Smith Publishers;2020-07-15;400
3006;Feed;Carroll & Graf Publishers;2020-07-15;608
3007;The Illearth War;Hodder Wayland;2020-07-16;80
3008;I Am Number Four;Gallimard Jeunesse;2020-07-15;376
3009;Not My Daughter;Anagrama;2020-07-16;98
3010;Doctors;Rowohlt Taschenbuch Verlag GmbH;2020-07-16;408
3011;Panic;Broadway Books;2020-07-15;132
3012;All He Ever Wanted;Penguin Books;2020-07-16;335
3013;Black List;Vintage;2020-07-16;238
3014;Story of a Girl;Avon Books;2020-07-16;226
3015;Terrier;Century;2020-07-15;372
3016;Franny and Zooey;Random House Value Publishing;2020-07-15;272
3017;September;W. W. Norton & Company;2020-07-16;55
3018;Mister Pip;HarperFestival;2020-07-15;267
3019;xxxHOLiC #1;HarperEntertainment;2020-07-16;176
3020;Magic's Promise;HarperOne;2020-07-16;144
3021;Hell's Angels;Touchstone Books;2020-07-15;209
3022;Wizard at Large ;HarperCollins;2020-07-16;209
3023;The Lions of Little Rock;Fleming H Revell Co;2020-07-16;218
3024;Horus Rising;Picador;2020-07-16;227
3025;Hallucinations;Living Books;2020-07-15;664
3026;The Castle of Llyr;Schocken;2020-07-15;854
3027;Dreamless;Harvard University Press;2020-07-16;159
3028;The Book of Life;Hill & Wang;2020-07-15;416
3029;Two-Way Street;Schocken Books Inc;2020-07-16;905
3030;The Little Friend;Hill and Wang;2020-07-16;144
3031;The Sword of Summer;Schocken;2020-07-15;576
3032;The Secret River;Gürze Books;2020-07-16;191
3033;The Art of Travel;Gurze Books;2020-07-16;296
3034;The Invisible Library;Love Spell;2020-07-16;176
3035;The Blessing Way;Waterbrook Press;2020-07-15;144
3036;Daring to Dream;Plume Books;2020-07-15;540
3037;Laskar Pelangi;Plume;2020-07-16;302
3038;Best Friends Forever;Cliffs Notes;2020-07-15;478
3039;Tower Lord;Signet;2020-07-16;559
3040;Salvage the Bones;Signet;2020-07-16;723
3041;Don't Look Back;Penguin Books Ltd;2020-07-15;624
3042;The Gargoyle;Penguin;2020-07-16;584
3043;Karin;Penguin Classics;2020-07-16;560
3044;The Water-Method Man;Penguin Books;2020-07-16;524
3045;The Damnation Game;Penguin Books;2020-07-15;400
3046;Shadow Puppets;HarperCollins Publishers;2020-07-15;451
3047;Brida;Fontana;2020-07-16;499
3048;Priestess of the White;Harper;2020-07-15;496
3049;Flawless;HarperCollins;2020-07-16;152
3050;How to Be Good;Penguin Books;2020-07-16;222
3051;State Of The Union;Random House Value Publishing;2020-07-15;440
3052;A Clockwork Orange;Sphere;2020-07-16;197
3053;Last Orders;Little  Brown Book Group;2020-07-16;208
3054;Sins & Needles;Bantam Spectra;2020-07-16;640
3055;The Dragon Heir;Minotaur Books;2020-07-15;594
3056;Change of Heart;Warner Books;2020-07-15;345
3057;Hounded;Editions du Rocher;2020-07-16;302
3058;The Pleasure of My Company;Warner Books;2020-07-15;334
3059;Magic Burns;Spectra;2020-07-16;212
3060;Shards of Honor;Warner Books;2020-07-16;408
3061;The Cold Dish;Signet;2020-07-15;336
3062;Shadowland;Vintage;2020-07-16;336
3063;Deep Fathom;Vintage Books;2020-07-16;259
3064;Hearts in Atlantis;Vintage;2020-07-16;518
3065;The Island;Harpercollins Children's Books;2020-07-15;256
3066;"I; Elizabeth";Aladdin Paperbacks;2020-07-15;207
3067;Astonish Me;Aladdin Paperbacks;2020-07-16;256
3068;Duck On A Bike;Margaret K. McElderry Books;2020-07-15;562
3069;"Darkness; Be My Friend";Black Lizard Books;2020-07-16;519
3070;Mattimeo;Vintage Crime/Black Lizard;2020-07-16;354
3071;Hark! A Vagrant;New Directions Publishing Corporation;2020-07-15;172
3072;When You Reach Me;Western Publishing Company  Golden Books;2020-07-16;40
3073;Bagombo Snuff Box;Penguin Books Ltd;2020-07-16;196
3074;Leviathan;Vintage;2020-07-16;240
3075;Crescendo;Everyman's Library;2020-07-15;168
3076;The Red Queen;Vintage;2020-07-15;168
3077;NOS4A2;Plume;2020-07-16;304
3078;Shadow of the Hegemon;University of Texas Press;2020-07-15;128
3079;Keep Quiet;Alfred A. Knopf;2020-07-16;333
3080;Sisterhood Everlasting;Vintage;2020-07-16;392
3081;Leviathan;Plume Books;2020-07-15;476
3082;Pyramids;Vintage International;2020-07-16;392
3083;World After;Plume;2020-07-16;399
3084;Time and Again;Vintage Books;2020-07-16;160
3085;Something Blue;Editions 10/18;2020-07-15;368
3086;Epic Fail;Vintage;2020-07-15;288
3087;The Gathering;Rick Steves;2020-07-16;616
3088;The Darkest Pleasure;Ballantine Books;2020-07-15;495
3089;The Story of My Life;NAL Trade;2020-07-16;342
3090;The Imperfectionists;Dover Publications;2020-07-16;144
3091;Shadowfever;Barnes  Noble Classics;2020-07-15;449
3092;Very Valentine;Modern Library;2020-07-16;536
3093;Why Not Me?;Library of America;2020-07-16;562
3094;A Wrinkle in Time;Phébus;2020-07-16;389
3095;The Revenant;Wilhelm Goldmann Verlag  GmbH;2020-07-15;1064
3096;Strangers on a Train;Kessinger Publishing;2020-07-15;327
3097;The Ice Queen;Harcourt Brace Jovanovich;2020-07-16;496
3098;Faking It ;Bookspan;2020-07-15;409
3099;The People of Sparks;Nelson Reference & Electronic Publishing;2020-07-16;96
3100;Food Rules;Here's Life Publishers;2020-07-16;429
3101;Promises in Death;Nelson Books;2020-07-15;432
3102;Kane and Abel;Tyndale House Publishers;2020-07-16;592
3103;Dark Desires After Dusk;Tyndale House Publishers;2020-07-16;416
3104;Wolf Hall;Tyndale House Publishers;2020-07-16;848
3105;Real;Zondervan;2020-07-15;887
3106;Euphoria;Tyndale House Publishers;2020-07-15;928
3107;Indelible;FaithWords;2020-07-16;416
3108;Yu Yu Hakusho;Tyndale House Publishers;2020-07-15;224
3109;Dreamfever;Tyndale House Publishers;2020-07-16;830
3110;Tigana;Tyndale House Publishers;2020-07-16;176
3111;The Burning Land;Tyndale House Publishers;2020-07-15;407
3112;Storm Glass;Vintage Contemporaries;2020-07-16;112
3113;The Death Cure;Vintage;2020-07-16;240
3114;Rejoice;Vintage;2020-07-16;96
3115;Before I Die;Vintage Contemporaries;2020-07-15;768
3116;The Iron Daughter;Vintage;2020-07-15;256
3117;W is for Wasted;Bloomsbury;2020-07-16;320
3118;Dark Places;Grove Press;2020-07-15;192
3119;Strangers;Vintage;2020-07-16;96
3120;Ghost Town;Picador USA;2020-07-16;88
3121;Brotherhood in Death;Picador USA;2020-07-15;320
3122;Ash;Vintage;2020-07-16;276
3123;Firestar's Quest;Vintage;2020-07-16;124
3124;The Fifth Witness;Alfred A. Knopf;2020-07-16;364
3125;The Cider House Rules;Pocket;2020-07-15;127
3126;Gabriel's redemption;Th1nk Books;2020-07-15;1076
3127;Prized;Penguin Classics;2020-07-16;1199
3128;Buried Prey;Anchor Books;2020-07-15;1016
3129;The Witching Hour;Ballantine Books;2020-07-16;265
3130;And the Shofar Blew;Ballantine Books;2020-07-16;384
3131;Wicked Business;Anchor;2020-07-15;231
3132;How We Are Hungry;Denoël;2020-07-16;379
3133;The World Without Us;Pocket;2020-07-16;448
3134;Four to Score ;Denoël;2020-07-16;205
3135;Field of Dishonor;Éditions du Rocher;2020-07-15;196
3136;Emotional Intelligence;Albin Michel;2020-07-15;2
3137;The Confessor;Blanvalet Taschenbuch;2020-07-16;448
3138;Off to Be the Wizard;Workman Publishing Company;2020-07-15;588
3139;The Raw Shark Texts;HarperTorch;2020-07-16;368
3140;The Throne of Fire;Pocket Books;2020-07-16;424
3141;The Snowman;Pocket Books;2020-07-15;192
3142;Interpreter of Maladies;Pocket Books;2020-07-16;244
3143;Deep Storm;Pocket Books;2020-07-16;212
3144;The Grey King;Pocket Books;2020-07-16;512
3145;Darker After Midnight;Pocket Books;2020-07-15;256
3146;The Last Child;Pocket Books;2020-07-15;176
3147;Edenbrooke;Pocket Books;2020-07-16;216
3148;Grave Dance;Pocket Books;2020-07-15;1160
3149;Women of the Silk;Berkley;2020-07-16;304
3150;The Scarlet Thread ;Cemetery Dance Publications;2020-07-16;224
3151;A Bridge Too Far;Penguin Signet;2020-07-15;160
3152;Gone Tomorrow;Albin Michel;2020-07-16;152
3153;Blackout;Book of the Month Club;2020-07-16;188
3154;Island;Penguin Books;2020-07-16;352
3155;Rendezvous with Rama;Plume;2020-07-15;859
3156;Wallbanger;New English Library;2020-07-15;192
3157;The Jesus I Never Knew;New English Library (Hodder & Stoughton);2020-07-16;752
3158;Blood Memory;Plaza y Janés;2020-07-15;704
3159;Lonesome Dove;New English Library;2020-07-16;624
3160;Duma Key;Wiley;2020-07-16;192
3161;The Virgin Blue;Pocket Books;2020-07-15;400
3162;Danny and the Dinosaur;Simon  Schuster Audio;2020-07-16;336
3163;Paint It Black;NAL Books;2020-07-16;342
3164;Paula;Plaza y Janés;2020-07-16;277
3165;Seabiscuit;Columbia Pictures Pubns;2020-07-15;400
3166;The Twits;Plaza & Janes Editores Sa;2020-07-15;112
3167;Eating the Dinosaur;Harvard University Press;2020-07-16;1103
3168;Moonraker;Harvard University Press;2020-07-15;288
3169;Destined;Belknap Press;2020-07-16;1103
3170;Saturday;Doubleday Books;2020-07-16;672
3171;Making Money;Anchor;2020-07-15;249
3172;Me Talk Pretty One Day;Harper Perennial Modern Classics;2020-07-16;128
3173;More Than Human;Vintage;2020-07-16;3
3174;Stone of Farewell;Da Capo Press;2020-07-16;80
3175;The Rosie Project;Anchor;2020-07-15;190
3176;The Confusion;Sutton;2020-07-15;230
3177;Interview with the Vampire;George Braziller;2020-07-16;464
3178;Invisible Man;Houghton Mifflin;2020-07-15;110
3179;A Wanted Man;Vintage;2020-07-16;460
3180;H.M.S. Surprise ;Vintage;2020-07-16;632
3181;Cane River;Vintage;2020-07-15;529
3182;A Wolf at the Table;Vintage;2020-07-16;916
3183;The Magic Faraway Tree;Everyman's Library;2020-07-16;751
3184;Desert Solitaire;Knopf;2020-07-16;455
3185;Faking It;Ballantine Books;2020-07-15;512
3186;Two Boys Kissing;Random House Trade Paperbacks;2020-07-15;288
3187;Annabel;University Press of Mississippi;2020-07-16;533
3188;The Emperor's Children;Random House Trade;2020-07-15;432
3189;The Dream Hunter;Holt  Rinehart and Winston  Inc.;2020-07-16;257
3190;Castle Roogna;Harper Perennial;2020-07-16;729
3191;Blood of the Fold;Harper Perennial;2020-07-15;288
3192;Goddess Interrupted;Harper Perennial;2020-07-16;192
3193;Playing with Fire;Harper Perennial;2020-07-16;664
3194;United We Spy;Harper Perennial;2020-07-16;46
3195;Native Son ;Vintage International;2020-07-15;368
3196;The Monk;Vintage International;2020-07-15;192
3197;At Bertram's Hotel;Vintage;2020-07-16;384
3198;Gang Leader for a Day;Faber and Faber;2020-07-15;240
3199;The Chamber;Alfaguara;2020-07-16;32
3200;Impulse;Grove Press  Granta;2020-07-16;294
3201;A Stranger in the Mirror;Punto de Lectura;2020-07-15;344
3202;Mostly Harmless;New Directions Publishing Corporation;2020-07-16;1120
3203;Gabriel's Rapture;Grove Press;2020-07-16;320
3204;Robots and Empire;Belknap Press;2020-07-16;162
3205;Pygmalion;New Directions;2020-07-15;384
3206;Clara and Mr. Tiffany;Harcourt;2020-07-15;376
3207;The Girls;Bloomsbury Methuen Drama;2020-07-16;232
3208;The Farthest Shore;Vintage Books;2020-07-15;15
3209;The Other Hand;Mariner Books;2020-07-16;288
3210;The Winner's Crime;Everyman's Library;2020-07-16;200
3211;"Good Night; Gorilla";Vintage;2020-07-15;344
3212;The Crossing Places;Picador USA;2020-07-16;303
3213;The Vampire Lestat;Amistad;2020-07-16;1328
3214;Leaves of Grass;Amistad Press;2020-07-16;848
3215;Easy;Penguin Books;2020-07-15;1137
3216;If Tomorrow Comes;Actes Sud;2020-07-15;272
3217;Live To Tell;Scribner;2020-07-16;231
3218;Travel Team;Scribner;2020-07-15;183
3219;The Calling;Black Swan;2020-07-16;192
3220;Pandora;Corgi Books;2020-07-16;6
3221;The Keep;Diogenes Verlag;2020-07-15;502
3222;Chronicles: Volume One;TusQuets;2020-07-16;1680
3223;Roller Girl;Ecco;2020-07-16;207
3224;Chapterhouse: Dune;Modern Library;2020-07-16;1438
3225;Mortality;Plume;2020-07-15;127
3226;At First Sight;Modern Library;2020-07-15;905
3227;Caliban's War;Ecco;2020-07-16;611
3228;Awake at Dawn;HarperCollins Publishers;2020-07-15;671
3229;Dexter Is Delicious;Plume;2020-07-16;412
3230;A Lot Like Love;Vintage;2020-07-16;320
3231;Huis clos;Penguin Essential Editions;2020-07-15;240
3232;Between Shades of Gray;Cambridge University Press;2020-07-16;445
3233;Bergdorf Blondes;Greenwillow Books;2020-07-16;752
3234;The Forever War;Aladdin Paperbacks;2020-07-16;302
3235;Son of the Shadows;Teacher's Pet Publications  Inc.;2020-07-15;697
3236;Birthmarked;Palgrave Macmillan;2020-07-15;528
3237;Native Tongue;Timeless Texts;2020-07-16;137
3238;Reamde;Vintage Classics;2020-07-15;640
3239;Black Hole;Vintage Classics;2020-07-16;25
3240;The Woods;Modern Library;2020-07-16;192
3241;About a Boy;Timber Press (OR);2020-07-15;6
3242;The Time of My Life;Random House UK Ltd (A Division of Random House Group);2020-07-16;707
3243;Maniac Magee;Harper Perennial Modern Classics;2020-07-16;208
3244;Tehanu;Anchor;2020-07-16;104
3245;Number the Stars;Arrow;2020-07-15;156
3246;Curious George Takes a Job;Penguin Classics;2020-07-15;102
3247;Falling Angels;Penguin Classics;2020-07-16;164
3248;Demon From the Dark ;Penguin Classics;2020-07-15;400
3249;The One Plus One;Library of America;2020-07-16;401
3250;One Tuesday Morning;Bantam;2020-07-16;451
3251;Pretty Baby;Bantam;2020-07-15;76
3252;Wizard's First Rule;Plume Books;2020-07-16;560
3253;Wit : A Play;Bantam Spectra;2020-07-16;576
3254;The Sense of an Ending;Bantam Spectra;2020-07-16;395
3255;The Eyre Affair;Bantam Spectra;2020-07-15;434
3256;Where's Spot? ;Plume;2020-07-15;254
3257;Hour Game;Suhrkamp;2020-07-16;104
3258;Light;Tachyon Publications;2020-07-15;150
3259;Not My Father's Son;Firebird;2020-07-16;275
3260;The Tenth Justice;Del Rey;2020-07-16;123
3261;The Hat;Roc;2020-07-15;864
3262;Gone Girl;Lodestar Books;2020-07-16;432
3263;Radiant Angel;Gallimard Education;2020-07-16;414
3264;Live Wire;Orb Books;2020-07-16;560
3265;River Secrets;Tor Science Fiction;2020-07-15;120
